0,-0.005359595
0.033366667,-0.019987605
0.066733333,-0.033940654
0.1001,-0.04632009
0.133466667,-0.056317772
0.166833333,-0.063103575
0.2002,-0.066815854
0.233566667,-0.067455902
0.266933333,-0.065237069
0.3003,-0.059237426
0.333666667,-0.050453896
0.367033333,-0.039564027
0.4004,-0.025427367
0.433766667,-0.011762663
0.467133333,0.003612716
0.5005,0.018085562
0.533866667,0.03208904
0.567233333,0.04414522
0.6006,0.054423488
0.633966667,0.061345059
0.667333333,0.06596375
0.7007,0.066817147
0.734066667,0.065067682
0.767433333,0.059839976
0.8008,0.051618913
0.834166667,0.040342429
0.867533333,0.027928081
0.9009,0.014674558
0.934266667,-0.000490057
0.967633333,-0.015394774
1.001,-0.028125914
1.034366667,-0.040523452
1.067733333,-0.050888353
1.1011,-0.058413768
1.134466667,-0.063790172
1.167833333,-0.065106473
1.2012,-0.063406143
1.234566667,-0.058567638
1.267933333,-0.051220661
1.3013,-0.040255796
1.334666667,-0.028265561
1.368033333,-0.01497842
1.4014,-0.000479713
1.434766667,0.014114678
1.468133333,0.027063046
1.5015,0.040113563
1.534866667,0.049389735
1.568233333,0.057716826
1.6016,0.062638085
1.634966667,0.064161271
1.668333333,0.063121677
1.7017,0.059313714
1.735066667,0.052130952
1.768433333,0.04162899
1.8018,0.0299271
1.835166667,0.017995051
1.868533333,0.002948746
1.9019,-0.011639219
1.935266667,-0.024719067
1.968633333,-0.037354894
2.002,-0.047976446
2.035366667,-0.054885308
2.068733333,-0.060359841
2.1021,-0.062240781
2.135466667,-0.061734623
2.168833333,-0.057342311
2.2022,-0.051254175
2.235566667,-0.041788632
2.268933333,-0.030633737
2.3023,-0.017520232
2.335666667,-0.004485692
2.369033333,0.01020713
2.4024,0.023681807
2.435766667,0.035226352
2.469133333,0.046266034
2.5025,0.054136726
2.535866667,0.059111574
2.569233333,0.061656603
2.6026,0.061696734
2.635966667,0.058048771
2.669333333,0.052420191
2.7027,0.042939113
2.736066667,0.032705918
2.769433333,0.020239674
2.8028,0.007523586
2.836166667,-0.007037195
2.869533333,-0.020106686
2.9029,-0.031877773
2.936266667,-0.04280742
2.969633333,-0.050266455
3.003,-0.056833564
3.036366667,-0.059432963
3.069733333,-0.060056923
3.1031,-0.056526762
3.136466667,-0.051022455
3.169833333,-0.04276729
3.2032,-0.033053199
3.236566667,-0.020427728
3.269933333,-0.007589955
3.3033,0.00605301
3.336666667,0.01873285
3.370033333,0.031315602
3.4034,0.041603167
3.436766667,0.049427256
3.470133333,0.055788536
3.5035,0.058693443
3.536866667,0.059291512
3.570233333,0.056552304
3.6036,0.051405285
3.636966667,0.044197388
3.670333333,0.033740241
3.7037,0.022501203
3.737066667,0.00992363
3.770433333,-0.003425479
3.8038,-0.016338333
3.837166667,-0.027484166
3.870533333,-0.038725793
3.9039,-0.046609431
3.937266667,-0.053175245
3.970633333,-0.056500871
4.004,-0.057251694
4.037366667,-0.054859418
4.070733333,-0.050064509
4.1041,-0.042791886
4.137466667,-0.03311663
4.170833333,-0.021737784
4.2042,-0.010518164
4.237566667,0.00257463
4.270933333,0.014265456
4.3043,0.026646262
4.337666667,0.037660053
4.371033333,0.045719746
4.4044,0.052216951
4.437766667,0.055505036
4.471133333,0.056280454
4.5045,0.054767158
4.537866667,0.050658346
4.571233333,0.043670518
4.6046,0.035061948
4.637966667,0.02437826
4.671333333,0.013269969
4.7047,0.000546114
4.738066667,-0.011902007
4.771433333,-0.024177957
4.8048,-0.03505194
4.838166667,-0.042755008
4.871533333,-0.049243782
4.9049,-0.05360891
4.938266667,-0.054766212
4.971633333,-0.053740951
5.005,-0.049554468
5.038366667,-0.043343352
5.071733333,-0.034666173
5.1051,-0.024302231
5.138466667,-0.013124036
5.171833333,-0.001132881
5.2052,0.011502946
5.238566667,0.022642306
5.271933333,0.032702035
5.3053,0.041698961
5.338666667,0.048312673
5.372033333,0.052229896
5.4054,0.053871349
5.438766667,0.053353541
5.472133333,0.049715935
5.5055,0.043891881
5.538866667,0.035573056
5.572233333,0.025572145
5.6056,0.015343095
5.638966667,0.003159987
5.672333333,-0.008036173
5.7057,-0.019629096
5.739066667,-0.029895342
5.772433333,-0.038057504
5.8058,-0.045436058
5.839166667,-0.049879806
5.872533333,-0.051728474
5.9059,-0.050680771
5.939266667,-0.047981542
5.972633333,-0.042351225
6.006,-0.035172292
6.039366667,-0.025835959
6.072733333,-0.0152771
6.1061,-0.003956952
6.139466667,0.007728962
6.172833333,0.018000168
6.2062,0.02896447
6.239566667,0.03735725
6.272933333,0.044254729
6.3063,0.048932815
6.339666667,0.051060457
6.373033333,0.050801321
6.4064,0.048192603
6.439766667,0.042964009
6.473133333,0.035434189
6.5065,0.027122001
6.539866667,0.016549503
6.573233333,0.006083635
6.6066,-0.004596732
6.639966667,-0.01538621
6.673333333,-0.025228416
6.7067,-0.034182864
6.740066667,-0.04143123
6.773433333,-0.046088238
6.8068,-0.048476256
6.840166667,-0.048476256
6.873533333,-0.046675943
6.9069,-0.04176104
6.940266667,-0.035421509
6.973633333,-0.026231483
7.007,-0.017494014
7.040366667,-0.006708256
7.073733333,0.004351516
7.1071,0.014683476
7.140466667,0.024530642
7.173833333,0.033271829
7.2072,0.040559872
7.240566667,0.045328469
7.273933333,0.048328991
7.3073,0.048599286
7.340666667,0.046371213
7.374033333,0.042221318
7.4074,0.036122325
7.440766667,0.027868411
7.474133333,0.019081348
7.5075,0.00862044
7.540866667,-0.002594318
7.574233333,-0.011913293
7.6076,-0.021868328
7.640966667,-0.030661591
7.674333333,-0.037462359
7.7077,-0.042752948
7.741066667,-0.045728671
7.774433333,-0.045901015
7.8078,-0.044837194
7.841166667,-0.041365517
7.874533333,-0.03530248
7.9079,-0.027785512
7.941266667,-0.018731873
7.974633333,-0.008780557
8.008,0.001677871
8.041366667,0.011381209
8.074733333,0.021124224
8.1081,0.029538083
8.141466667,0.036429362
8.174833333,0.041710032
8.2082,0.044908935
8.241566667,0.046298846
8.274933333,0.044350987
8.3083,0.041036774
8.341666667,0.035640796
8.375033333,0.028997493
8.4084,0.020049244
8.441766667,0.010717871
8.475133333,0.000542136
8.5085,-0.009231876
8.541866667,-0.018073494
8.575233333,-0.026271612
8.6086,-0.033426988
8.641966667,-0.038989111
8.675333333,-0.042047907
8.7087,-0.043824662
8.742066667,-0.042433511
8.775433333,-0.039574337
8.8088,-0.034973124
