1	3799.269

2	3800.144

3	3801.019

4	3801.894

5	3802.769

6	3803.645

7	3804.521

8	3805.397

9	3806.274

10	3807.15

11	3808.027

12	3808.904

13	3809.781

14	3810.658

15	3811.536

16	3812.414

17	3813.291

18	3814.17

19	3815.048

20	3815.926

21	3816.805

22	3817.684

23	3818.563

24	3819.443

25	3820.322

26	3821.202

27	3822.082

28	3822.962

29	3823.843

30	3824.723

31	3825.604

32	3826.485

33	3827.366

34	3828.247

35	3829.129

36	3830.011

37	3830.893

38	3831.775

39	3832.657

40	3833.54

41	3834.423

42	3835.306

43	3836.189

44	3837.072

45	3837.956

46	3838.84

47	3839.724

48	3840.608

49	3841.493

50	3842.377

51	3843.262

52	3844.147

53	3845.032

54	3845.918

55	3846.803

56	3847.689

57	3848.575

58	3849.462

59	3850.348

60	3851.235

61	3852.122

62	3853.009

63	3853.896

64	3854.784

65	3855.671

66	3856.559

67	3857.447

68	3858.336

69	3859.224

70	3860.113

71	3861.002

72	3861.891

73	3862.78

74	3863.67

75	3864.56

76	3865.449

77	3866.34

78	3867.23

79	3868.121

80	3869.011

81	3869.902

82	3870.793

83	3871.685

84	3872.576

85	3873.468

86	3874.36

87	3875.252

88	3876.145

89	3877.037

90	3877.93

91	3878.823

92	3879.717

93	3880.61

94	3881.504

95	3882.398

96	3883.292

97	3884.186

98	3885.08

99	3885.975

100	3886.87

101	3887.765

102	3888.66

103	3889.556

104	3890.451

105	3891.347

106	3892.243

107	3893.14

108	3894.036

109	3894.933

110	3895.83

111	3896.727

112	3897.625

113	3898.522

114	3899.42

115	3900.318

116	3901.216

117	3902.114

118	3903.013

119	3903.912

120	3904.811

121	3905.71

122	3906.609

123	3907.509

124	3908.409

125	3909.309

126	3910.209

127	3911.11

128	3912.01

129	3912.911

130	3913.812

131	3914.714

132	3915.615

133	3916.517

134	3917.419

135	3918.321

136	3919.223

137	3920.126

138	3921.029

139	3921.931

140	3922.835

141	3923.738

142	3924.642

143	3925.545

144	3926.449

145	3927.354

146	3928.258

147	3929.163

148	3930.067

149	3930.972

150	3931.878

151	3932.783

152	3933.689

153	3934.595

154	3935.501

155	3936.407

156	3937.314

157	3938.22

158	3939.127

159	3940.034

160	3940.942

161	3941.849

162	3942.757

163	3943.665

164	3944.573

165	3945.481

166	3946.39

167	3947.299

168	3948.208

169	3949.117

170	3950.026

171	3950.936

172	3951.846

173	3952.756

174	3953.666

175	3954.577

176	3955.487

177	3956.398

178	3957.309

179	3958.221

180	3959.132

181	3960.044

182	3960.956

183	3961.868

184	3962.78

185	3963.693

186	3964.606

187	3965.519

188	3966.432

189	3967.345

190	3968.259

191	3969.173

192	3970.087

193	3971.001

194	3971.915

195	3972.83

196	3973.745

197	3974.66

198	3975.575

199	3976.491

200	3977.407

201	3978.323

202	3979.239

203	3980.155

204	3981.072

205	3981.988

206	3982.905

207	3983.823

208	3984.74

209	3985.658

210	3986.576

211	3987.494

212	3988.412

213	3989.33

214	3990.249

215	3991.168

216	3992.087

217	3993.006

218	3993.926

219	3994.846

220	3995.766

221	3996.686

222	3997.606

223	3998.527

224	3999.447

225	4000.369

226	4001.29

227	4002.211

228	4003.133

229	4004.055

230	4004.977

231	4005.899

232	4006.822

233	4007.744

234	4008.667

235	4009.59

236	4010.514

237	4011.437

238	4012.361

239	4013.285

240	4014.209

241	4015.134

242	4016.058

243	4016.983

244	4017.908

245	4018.833

246	4019.759

247	4020.685

248	4021.61

249	4022.537

250	4023.463

251	4024.389

252	4025.316

253	4026.243

254	4027.17

255	4028.098

256	4029.025

257	4029.953

258	4030.881

259	4031.809

260	4032.738

261	4033.667

262	4034.596

263	4035.525

264	4036.454

265	4037.383

266	4038.313

267	4039.243

268	4040.173

269	4041.104

270	4042.034

271	4042.965

272	4043.896

273	4044.827

274	4045.759

275	4046.691

276	4047.622

277	4048.555

278	4049.487

279	4050.419

280	4051.352

281	4052.285

282	4053.218

283	4054.152

284	4055.085

285	4056.019

286	4056.953

287	4057.887

288	4058.822

289	4059.757

290	4060.692

291	4061.627

292	4062.562

293	4063.498

294	4064.433

295	4065.369

296	4066.305

297	4067.242

298	4068.178

299	4069.115

300	4070.052

301	4070.99

302	4071.927

303	4072.865

304	4073.803

305	4074.741

306	4075.679

307	4076.618

308	4077.557

309	4078.496

310	4079.435

311	4080.374

312	4081.314

313	4082.254

314	4083.194

315	4084.134

316	4085.075

317	4086.015

318	4086.956

319	4087.898

320	4088.839

321	4089.781

322	4090.722

323	4091.664

324	4092.607

325	4093.549

326	4094.492

327	4095.435

328	4096.378

329	4097.321

330	4098.265

331	4099.208

332	4100.152

333	4101.097

334	4102.041

335	4102.986

336	4103.931

337	4104.876

338	4105.821

339	4106.766

340	4107.712

341	4108.658

342	4109.604

343	4110.551

344	4111.497

345	4112.444

346	4113.391

347	4114.338

348	4115.286

349	4116.233

350	4117.181

351	4118.13

352	4119.078

353	4120.026

354	4120.975

355	4121.924

356	4122.873

357	4123.823

358	4124.772

359	4125.722

360	4126.672

361	4127.623

362	4128.573

363	4129.524

364	4130.475

365	4131.426

366	4132.378

367	4133.329

368	4134.281

369	4135.233

370	4136.185

371	4137.138

372	4138.091

373	4139.044

374	4139.997

375	4140.95

376	4141.904

377	4142.858

378	4143.812

379	4144.766

380	4145.72

381	4146.675

382	4147.63

383	4148.585

384	4149.54

385	4150.496

386	4151.452

387	4152.408

388	4153.364

389	4154.321

390	4155.277

391	4156.234

392	4157.191

393	4158.149

394	4159.106

395	4160.064

396	4161.022

397	4161.98

398	4162.939

399	4163.897

400	4164.856

401	4165.815

402	4166.775

403	4167.734

404	4168.694

405	4169.654

406	4170.614

407	4171.574

408	4172.535

409	4173.496

410	4174.457

411	4175.418

412	4176.38

413	4177.342

414	4178.304

415	4179.266

416	4180.228

417	4181.191

418	4182.154

419	4183.117

420	4184.08

421	4185.044

422	4186.007

423	4186.971

424	4187.936

425	4188.9

426	4189.865

427	4190.83

428	4191.795

429	4192.76

430	4193.725

431	4194.691

432	4195.657

433	4196.623

434	4197.59

435	4198.556

436	4199.523

437	4200.49

438	4201.458

439	4202.425

440	4203.393

441	4204.361

442	4205.329

443	4206.298

444	4207.266

445	4208.235

446	4209.204

447	4210.174

448	4211.143

449	4212.113

450	4213.083

451	4214.053

452	4215.023

453	4215.994

454	4216.965

455	4217.936

456	4218.907

457	4219.879

458	4220.851

459	4221.823

460	4222.795

461	4223.767

462	4224.74

463	4225.713

464	4226.686

465	4227.659

466	4228.633

467	4229.607

468	4230.581

469	4231.555

470	4232.53

471	4233.504

472	4234.479

473	4235.454

474	4236.43

475	4237.405

476	4238.381

477	4239.357

478	4240.333

479	4241.31

480	4242.287

481	4243.263

482	4244.241

483	4245.218

484	4246.196

485	4247.173

486	4248.152

487	4249.13

488	4250.108

489	4251.087

490	4252.066

491	4253.045

492	4254.025

493	4255.004

494	4255.984

495	4256.964

496	4257.945

497	4258.925

498	4259.906

499	4260.887

500	4261.868

501	4262.849

502	4263.831

503	4264.813

504	4265.795

505	4266.778

506	4267.76

507	4268.743

508	4269.726

509	4270.709

510	4271.693

511	4272.676

512	4273.66

513	4274.644

514	4275.629

515	4276.613

516	4277.598

517	4278.583

518	4279.569

519	4280.554

520	4281.54

521	4282.526

522	4283.512

523	4284.499

524	4285.485

525	4286.472

526	4287.459

527	4288.447

528	4289.434

529	4290.422

530	4291.41

531	4292.398

532	4293.387

533	4294.375

534	4295.364

535	4296.353

536	4297.343

537	4298.332

538	4299.322

539	4300.312

540	4301.303

541	4302.293

542	4303.284

543	4304.275

544	4305.266

545	4306.258

546	4307.249

547	4308.241

548	4309.233

549	4310.226

550	4311.218

551	4312.211

552	4313.204

553	4314.197

554	4315.191

555	4316.184

556	4317.178

557	4318.173

558	4319.167

559	4320.162

560	4321.157

561	4322.152

562	4323.147

563	4324.143

564	4325.138

565	4326.134

566	4327.131

567	4328.127

568	4329.124

569	4330.121

570	4331.118

571	4332.115

572	4333.113

573	4334.111

574	4335.109

575	4336.107

576	4337.106

577	4338.104

578	4339.103

579	4340.103

580	4341.102

581	4342.102

582	4343.102

583	4344.102

584	4345.102

585	4346.103

586	4347.104

587	4348.105

588	4349.106

589	4350.108

590	4351.109

591	4352.111

592	4353.114

593	4354.116

594	4355.119

595	4356.122

596	4357.125

597	4358.128

598	4359.132

599	4360.136

600	4361.14

601	4362.144

602	4363.149

603	4364.153

604	4365.158

605	4366.164

606	4367.169

607	4368.175

608	4369.181

609	4370.187

610	4371.193

611	4372.2

612	4373.207

613	4374.214

614	4375.221

615	4376.229

616	4377.236

617	4378.244

618	4379.253

619	4380.261

620	4381.27

621	4382.279

622	4383.288

623	4384.297

624	4385.307

625	4386.317

626	4387.327

627	4388.337

628	4389.348

629	4390.359

630	4391.37

631	4392.381

632	4393.392

633	4394.404

634	4395.416

635	4396.428

